Years,Team,Conf,AdjO,AdjO Rank,AdjD,AdjD Rank,AdjT,AdjT Rank,Luck,Luck Rank,,,
2005,Arizona St.,P10,111.1,48,100.8,123,68.6,73,-0.05,277,,,
2023,Iona,MAAC,111,81,100,73,69.3,93,-0.004,212,,,
2023,San Jose St.,MWC,111,82,103,119,62.9,352,0.082,30,,,
2022,Oklahoma ,B12,111,40,94.6,38,65.1,287,-0.054,302,,,
2021,Florida ,SEC,111,44,94.1,41,68.3,167,-0.004,188,,,
2021,San Diego St. ,MWC,111,45,91.1,21,65.5,307,0.027,114,,,
2020,Arizona *,P12,111,35,91.4,14,69.3,115,-0.077,327,,,
2020,Georgetown,BE,111,36,100.2,125,70,87,-0.049,302,,,
2020,Alabama,SEC,111,37,99.5,114,74.8,4,-0.076,324,,,
2019,Northeastern ,CAA,111,58,103.4,151,66.2,253,0.05,61,,,
2016,Louisiana Lafayette,SB,111,73,105.1,180,70.3,75,-0.089,337,,,
2016,Tennessee,SEC,111,74,103.7,150,68.8,128,-0.051,295,,,
2016,Marshall,CUSA,111,75,109.1,260,77.3,3,-0.018,228,,,
2015,Creighton,BE,111,59,102.6,138,62.1,286,-0.083,332,,,
2014,Hawaii,BW,111,72,108,229,66.9,68,-0.045,280,,,
2012,Miami (FL) ,ACC,111,47,97.9,76,63.6,249,-0.038,260,,,
2012,Oregon St.,P12,111,48,102.7,170,70,18,-0.059,304,,,
2010,Butler ,Horz,111,49,88.5,7,63,286,0.032,91,,,
2009,Xavier ,A10,111,53,90.8,12,65.8,149,-0.008,185,,,
2009,Providence ,BE,111,54,100.7,127,72.1,11,0.034,79,,,
2007,Georgia ,SEC,111,71,96.7,49,67.4,101,-0.031,257,,,
2007,Southern California ,P10,111,72,94.2,26,67.1,111,0.016,143,,,
2007,Baylor,B12,111,73,105.1,173,67,114,-0.058,299,,,
2006,Missouri St. ,MVC,111,46,95.5,47,68.6,51,0.039,72,,,
2005,Vanderbilt,SEC,111,49,95.7,43,65.8,179,-0.053,283,,,
2003,LSU ,SEC,111,33,92.8,24,67.5,140,-0.035,262,,,
2021,Richmond ,A10,110.9,46,98.1,99,68.2,169,-0.061,298,,,
2020,Illinois *,B10,110.9,38,93.7,35,66,288,0.022,123,,,
2020,Oregon St.,P12,110.9,39,102,165,65.6,305,-0.002,191,,,
2018,Rice,CUSA,99,276,110.1,280,67.5,212,-0.041,281,,,
2015,Saint Mary's (CA) ,WCC,110.9,60,100.6,102,62.6,271,0.027,117,,,
2015,Purdue ,B10,110.9,61,97,54,64.3,173,-0.006,201,,,
2014,Southern Miss. ,CUSA,110.9,73,99.4,69,62.9,265,0.103,9,,,
2013,Santa Clara,WCC,110.9,43,101.2,142,67.5,52,0.046,59,,,
2012,Denver,SB,110.9,49,100.5,128,60.2,328,-0.072,323,,,
2012,Notre Dame ,BE,110.9,50,96.7,55,60.2,329,0.032,87,,,
2010,Clemson ,ACC,110.9,50,91.6,20,67.6,87,-0.041,277,,,
2009,Virginia Tech ,ACC,110.9,55,99.5,97,65.4,168,-0.007,184,,,
2008,Alabama,SEC,110.9,55,101.7,130,66.7,114,-0.055,296,,,
2008,Akron ,MAC,110.9,56,100.4,101,62.8,269,-0.009,193,,,
2006,Cincinnati ,BE,110.9,47,96.6,63,68.5,57,-0.001,171,,,
2006,Xavier ,A10,110.9,48,98.2,86,65.3,163,-0.065,298,,,
2004,Oregon,P10,110.9,51,101.7,135,67.6,97,0.026,99,,,
2004,Maryland ,ACC,110.9,52,91.1,10,71.1,12,-0.009,189,,,
2003,Maryland ,ACC,110.9,34,88.9,9,71.5,23,-0.078,301,,,
2003,Memphis ,CUSA,110.9,35,94.1,33,68.3,109,0.005,151,,,
2023,Indiana St.,MVC,110.8,83,103.4,128,70.7,34,-0.104,354,,,
2023,San Diego,WCC,110.8,84,114.6,343,68.9,109,-0.03,262,,,
2023,Syracuse,ACC,110.8,85,106.2,187,67.6,168,0.002,188,,,
2021,SMU ,Amer,110.8,47,96.8,76,68.8,141,-0.012,210,,,
2020,Wisconsin *,B10,110.8,40,91.9,17,63.7,342,0.031,102,,,
2018,Washington St.,P12,108.4,108,110,278,68.2,178,0.004,165,,,
2018,Southern Utah,BSky,102.2,221,110,273,71.7,32,0.062,47,,,
2017,Belmont ,OVC,110.8,65,102.7,125,68,188,0.069,24,,,
2017,Marshall,CUSA,110.8,66,109.7,273,77.6,3,0.027,110,,,
2017,Iona ,MAAC,110.8,67,106.6,211,70.6,60,0.013,158,,,
2016,High Point ,BSth,110.8,76,109.2,262,66.1,269,-0.012,209,,,
2014,George Washington ,A10,110.8,74,97,47,65.3,144,0.056,61,,,
2014,Mercer ,ASun,110.8,75,102.4,119,63.6,233,0.022,130,,,
2012,New Mexico ,MWC,110.8,51,91.4,15,65.5,141,0.003,165,,,
2009,Utah ,MWC,110.8,56,92.9,23,65,184,0.013,136,,,
2004,Villanova,BE,110.8,53,98.3,70,65.3,187,-0.05,267,,,
2023,Grand Canyon,WAC,110.7,86,106.2,186,65.2,294,0.027,113,,,
2022,Wake Forest,ACC,110.7,41,95.1,42,70.6,30,-0.001,175,,,
2022,Texas Tech ,B12,110.7,42,85,1,66.5,218,-0.031,247,,,
2020,Notre Dame,ACC,110.7,41,98.6,100,68.1,190,-0.021,239,,,
2020,NC State *,ACC,110.7,42,97.3,79,69.5,103,-0.02,236,,,
2016,Oregon St. ,P12,110.7,77,99.1,66,67.1,229,0.043,78,,,
2016,Arkansas,SEC,110.7,78,100.3,90,69.7,94,-0.08,334,,,
2016,UNCW ,CAA,110.7,79,101.5,110,70.3,73,0.033,93,,,
2015,St. John's (NY) ,BE,110.7,62,97,55,66.7,61,0.05,65,,,
2014,Temple,Amer,110.7,76,109.1,249,66.3,94,-0.078,330,,,
2014,Utah ,P12,110.7,77,95.9,33,63.6,230,-0.052,300,,,
2014,LSU ,SEC,110.7,78,98.5,58,68.6,30,-0.01,207,,,
2013,Valparaiso ,Horz,110.7,44,99.3,111,64.3,188,0.021,130,,,
2013,Eastern Ky.,OVC,110.7,45,105.3,225,63.9,202,0.028,107,,,
2012,Evansville,MVC,110.7,52,105.6,230,66.4,105,-0.023,229,,,
2010,Boston College,ACC,110.7,51,99.8,114,64.1,256,-0.086,337,,,
2010,Eastern Ky.,OVC,110.7,52,111.3,318,61.2,323,-0.013,204,,,
2010,Valparaiso,Horz,110.7,53,111.6,326,67,116,0.015,125,,,
2009,Seton Hall,BE,110.7,57,100.4,119,67.7,75,-0.025,239,,,
2008,UAB ,CUSA,110.7,57,98.6,77,66.8,110,0.017,127,,,
2008,George Mason ,CAA,110.7,58,101,117,61.6,300,-0.01,196,,,
2007,Purdue ,B10,110.7,74,92.4,15,66.5,131,0.002,175,,,
2007,New Mexico,MWC,110.7,75,108.5,239,65.3,186,-0.055,294,,,
2004,IUPUI,MCon,110.7,54,106.9,235,64.5,213,-0.017,207,,,
2023,Hofstra,CAA,110.6,87,102.2,104,67.3,183,0.032,95,,,
2022,UNI,MVC,110.6,43,102.2,162,67.3,170,0.04,91,,,
2021,Xavier,BE,110.6,48,97.9,94,67.9,186,0.003,165,,,
2021,Missouri ,SEC,110.6,49,95.5,57,68.4,163,0.07,43,,,
2018,Brown,Ivy,100.8,246,110,274,71.7,33,0.004,167,,,
2017,UT Arlington ,SB,110.6,68,100.8,93,70.6,59,0.038,80,,,
2017,La Salle,A10,110.6,69,108.7,251,68.7,139,0.028,108,,,
2016,Ohio,MAC,110.6,80,108.1,234,70,86,0.052,57,,,
2016,Virginia Tech ,ACC,110.6,81,98.9,64,69.5,102,0.015,139,,,
2016,Detroit,Horz,110.6,82,111.5,296,73.7,11,0.024,111,,,
2014,Towson,CAA,110.6,79,107.2,214,63.9,220,0.08,24,,,
2014,Cleveland St.,Horz,110.6,80,102,111,62.4,287,-0.052,299,,,
2014,UC Santa Barbara,BW,110.6,81,104.4,158,62.1,298,0.056,62,,,
2014,Duquesne,A10,110.6,82,109,248,66.5,88,-0.053,302,,,
2014,Denver,Sum,110.6,83,107.7,224,57.8,350,-0.03,247,,,
2013,Illinois ,B10,110.6,46,94.8,44,64.6,180,0.042,71,,,
2012,St. Bonaventure ,A10,110.6,53,98.9,93,63,269,-0.024,235,,,
2011,UNLV ,MWC,110.6,57,92.9,21,66.4,110,0.003,170,,,
2011,VMI,BSth,110.6,58,113.9,337,74.7,2,-0.016,224,,,
2010,Portland,WCC,110.6,54,100.4,122,63.1,283,0.02,114,,,
2010,UNLV ,MWC,110.6,55,94,40,66.3,156,-0.013,205,,,
2009,Saint Mary's (CA) ,WCC,110.6,58,97.2,65,66.5,114,0.083,16,,,
2009,UNI ,MVC,110.6,59,100.9,131,60.8,318,0.051,50,,,
2007,Iowa,B10,110.6,76,99.6,81,66.5,129,-0.006,191,,,
2007,Arkansas ,SEC,110.6,77,93.9,25,66.1,156,-0.021,233,,,
2003,Chattanooga,SC,110.6,36,107.3,258,69.2,72,0.034,83,,,
2003,Colorado St. ,MWC,110.6,37,104.6,205,67.1,162,0.031,88,,,
2023,Southern Utah,WAC,110.5,88,104,140,72.2,13,0.008,161,,,
2022,San Francisco ,WCC,110.5,44,93.1,26,68.9,82,-0.042,277,,,
2019,Syracuse ,ACC,110.5,59,95.3,30,66.1,257,-0.004,188,,,
2019,Colgate ,Pat,110.5,60,105.9,201,66.4,237,0.012,148,,,
2019,Florida ,SEC,110.5,61,92.2,16,62.9,344,-0.063,315,,,
2018,Cleveland St.,Horz,97.9,302,110,277,67.1,231,0.032,96,,,
2018,N.C. Central ,MEAC,96.6,314,110,276,65,321,0.019,126,,,
2017,New Mexico St. ,WAC,110.5,70,102.6,124,67.9,195,0.063,35,,,
2016,Central Mich.,MAC,110.5,83,110,271,66.7,249,-0.062,317,,,
2016,Iona ,MAAC,110.5,84,103.4,145,71.9,33,-0.005,190,,,
2016,Florida ,SEC,110.5,85,93.9,14,69.2,110,-0.056,306,,,
2014,Colorado St.,MWC,110.5,84,107,212,64.9,161,-0.073,327,,,
2013,Butler ,A10,110.5,47,95.1,48,63.6,217,0.087,14,,,
2013,LIU Brooklyn ,NEC,110.5,48,112.6,327,67.3,57,0.015,142,,,
2012,Saint Joseph's ,A10,110.5,54,99.6,109,65,174,-0.052,293,,,
2011,Minnesota,B10,110.5,59,97.4,64,64.9,194,-0.018,226,,,
2011,Temple ,A10,110.5,60,93.7,26,64.2,232,0.014,144,,,
2009,Purdue ,B10,110.5,60,88.7,5,65.9,144,-0.012,199,,,
2008,Southern California ,P10,110.5,59,91.9,13,65.2,166,-0.005,184,,,
2008,Purdue ,B10,110.5,60,92.2,16,66.9,107,-0.025,234,,,
2008,Virginia,ACC,110.5,61,102.4,145,68.4,63,-0.024,230,,,
2008,Seton Hall,BE,110.5,62,104.5,189,69.2,41,0.04,76,,,
2008,Massachusetts ,A10,110.5,63,97.3,65,74.6,3,0.005,156,,,
2006,California ,P10,110.5,49,96.8,68,61.9,293,0.021,110,,,
2004,Boston College ,BE,110.5,55,95.1,34,62.6,282,0.045,64,,,
2004,Murray St. ,OVC,110.5,56,99.9,101,68.7,59,0.064,38,,,
2004,Saint Mary's (CA),WCC,110.5,57,99.6,95,66.3,141,-0.083,308,,,
2003,UIC,Horz,110.5,38,99.9,123,68.4,106,0.024,105,,,
2023,Penn,Ivy,110.4,89,107.3,212,67.1,192,0.008,163,,,
2021,Saint Louis ,A10,110.4,50,96,65,68,184,-0.037,263,,,
2019,Wisconsin ,B10,110.4,62,88.5,4,63.9,331,-0.018,228,,,
2019,Central Mich.,MAC,110.4,63,106.1,206,71.3,33,0.022,126,,,
2016,Nebraska,B10,110.4,86,101.6,113,67.1,231,-0.097,340,,,
2016,Washington ,P12,110.4,87,99.2,70,77.5,2,-0.016,220,,,
2016,Yale ,Ivy,110.4,88,96,34,66,275,0.026,105,,,
2015,Northern Colo.,BSky,110.4,63,117.9,349,63.2,247,-0.013,216,,,
2014,Louisiana Tech ,CUSA,110.4,85,95.3,29,69.6,16,0.002,184,,,
2014,San Diego St. ,MWC,110.4,86,90,7,62.3,294,0.067,37,,,
2013,Southern Miss. ,CUSA,110.4,49,98.2,90,63.3,227,0.026,115,,,
2012,UNC Asheville ,BSth,110.4,55,104.9,219,68.2,39,-0.001,173,,,
2009,East Carolina,CUSA,110.4,61,114.6,339,64.7,199,-0.02,229,,,
2006,Kansas ,B12,110.4,50,87.2,2,67.7,75,-0.043,271,,,
2006,Wake Forest ,ACC,110.4,51,100.9,126,66.9,106,-0.033,249,,,
2023,San Francisco,WCC,110.3,90,103.4,131,68.8,115,0.019,134,,,
2023,LMU (CA),WCC,110.3,91,104,141,67.2,186,0.079,33,,,
2023,North Texas,CUSA,110.3,92,96,32,58.4,363,0.078,34,,,
2023,North Florida,ASun,110.3,93,115.1,346,68.2,145,0.012,153,,,
2022,VMI,SC,110.3,45,110.5,316,68.9,78,-0.032,250,,,
2022,St. John's (NY),BE,110.3,46,97.2,72,73.6,1,-0.101,346,,,
2021,Seton Hall,BE,110.3,51,95.9,63,66.5,264,-0.027,245,,,
2021,North Carolina ,ACC,110.3,52,91.7,27,71.5,43,-0.005,194,,,
2021,Colgate ,Pat,110.3,53,101,148,72.2,26,0.048,74,,,
2020,Penn St. *,B10,110.3,43,92.4,23,70.9,54,0.014,149,,,
2020,Nevada,MWC,110.3,44,101,141,71,50,-0.007,203,,,
2019,TCU ,B12,110.3,64,95.2,29,68.9,107,0.02,129,,,
2014,Penn St.,B10,110.3,87,101.3,103,64.4,194,-0.049,291,,,
2011,Indiana,B10,110.3,61,101.7,128,64.6,210,-0.141,343,,,
2009,Butler ,Horz,110.3,62,94.5,38,62.8,274,-0.014,206,,,
2009,Siena ,MAAC,110.3,63,98.4,78,70.7,16,0.031,90,,,
2007,Loyola Chicago,Horz,110.3,78,101.9,122,65,201,-0.001,184,,,
2007,South Carolina,SEC,110.3,79,106.4,199,61,314,0.068,31,,,
2007,Temple,A10,110.3,80,107.2,219,68.8,61,-0.123,334,,,
2006,George Washington ,A10,110.3,52,95.6,48,71.2,12,0.106,7,,,
2005,Texas Tech ,B12,110.3,50,94.8,36,69,55,0.037,81,,,
2004,UNLV,MWC,110.3,58,100.9,120,69.1,51,-0.009,187,,,
2004,New Mexico,MWC,110.3,59,106.1,213,61.6,299,-0.058,278,,,
2003,Alabama ,SEC,110.3,39,95.7,54,65.3,243,-0.015,205,,,
2003,Southern Ill. ,MVC,110.3,40,98.6,96,67.8,125,0.063,39,,,
2003,Penn ,Ivy,110.3,41,96.9,68,63.3,290,0.035,82,,,
2023,Vermont,AE,110.2,94,105.2,167,64.8,311,0.048,71,,,
2022,Florida,SEC,110.2,47,97.6,77,65.4,267,-0.018,215,,,
2022,Toledo,MAC,110.2,48,102.1,160,68.8,86,0.039,94,,,
2020,Northern Colo.,BSky,110.2,45,100.1,122,65,320,-0.035,274,,,
2019,Omaha,Sum,110.2,65,110.4,289,67.9,153,0.109,9,,,
2017,South Dakota St. ,Sum,110.2,71,111.4,303,67.2,222,0.029,101,,,
2015,Butler ,BE,110.2,64,90.1,8,63.2,243,-0.023,233,,,
2015,Belmont ,OVC,110.2,65,107.9,240,66.9,57,0.065,41,,,
2015,Louisville ,ACC,110.2,66,88.9,4,64.6,155,0.027,115,,,
2014,Fresno St.,MWC,110.2,88,105.2,170,65.7,118,0.013,153,,,
2014,Louisiana Lafayette ,SB,110.2,89,105,167,68.5,31,0.038,91,,,
2013,BYU ,WCC,110.2,50,97.2,79,69.9,7,-0.016,227,,,
2012,Weber St.,BSky,110.2,56,106.5,250,65.5,139,0.11,8,,,
2011,Oral Roberts,Sum,110.2,62,106.4,242,65.8,148,-0.027,248,,,
2010,Oklahoma,B12,110.2,56,103.2,181,65.3,205,-0.037,269,,,
2010,Sam Houston ,Slnd,110.2,57,102.7,172,69.3,37,0.052,54,,,
2008,Utah,MWC,110.2,64,98.3,71,62.9,266,-0.111,340,,,
2008,Ohio St. ,B10,110.2,65,92.4,18,64,217,-0.027,241,,,
2008,Arizona St. ,P10,110.2,66,96.6,53,61.2,305,0.01,150,,,
2008,UNLV ,MWC,110.2,67,96.5,51,63.9,223,0.081,21,,,
2007,Oakland,MCon,110.2,81,106.7,209,63.9,240,0.039,77,,,
2006,DePaul,BE,110.2,53,101.8,145,61.4,302,0.004,157,,,
2005,South Carolina,SEC,110.2,51,97.5,67,64,255,-0.017,206,,,
2003,Pepperdine,WCC,110.2,42,108.5,279,70.8,35,0.042,69,,,
2023,Drake,MVC,110.1,95,97.6,44,66.6,220,0.026,116,,,
2022,Clemson,ACC,110.1,49,98.8,101,66.3,227,-0.083,335,,,
2022,BYU,WCC,110.1,50,97.2,70,68,118,0.026,120,,,
2022,Saint Mary's (CA) ,WCC,110.1,51,90.6,12,63.6,339,0.039,96,,,
2021,Kansas ,B12,110.1,54,90.2,12,68.2,174,0.07,44,,,
2019,Arkansas ,SEC,110.1,66,97.2,53,70.4,57,-0.048,291,,,
2018,Ark.-Pine Bluff,SWAC,93.6,339,110,275,67.5,211,0.044,68,,,
2018,Longwood,BSth,89.6,347,110,279,69.1,121,-0.039,276,,,
2017,VCU ,A10,110.1,72,96,41,68.8,134,0.026,113,,,
2017,Tennessee,SEC,110.1,73,97.5,55,69.4,100,-0.053,299,,,
2016,Wisconsin ,B10,110.1,89,93.6,13,63.3,344,-0.022,235,,,
2016,Akron ,MAC,110.1,90,101.5,109,67.5,210,0.025,109,,,
2016,Mississippi St.,SEC,110.1,91,100.5,93,69.3,108,-0.12,349,,,
2014,IPFW,Sum,110.1,90,108,228,65.7,119,0.062,48,,,
2012,Providence,BE,110.1,57,106,238,65.2,161,-0.012,198,,,
2011,Providence,BE,110.1,63,102.8,153,71.4,7,-0.045,290,,,
2010,App State,SC,110.1,58,104,202,65.3,207,0.012,131,,,
2010,Marshall,CUSA,110.1,59,99.9,115,68.5,65,0.022,109,,,
2009,VCU ,CAA,110.1,64,96.4,57,65.8,150,-0.073,320,,,
2008,Providence,BE,110.1,68,100.8,109,66.3,131,-0.025,232,,,
2008,Cornell ,Ivy,110.1,69,105.7,206,67.9,80,0.086,15,,,
2007,Northern Ariz.,BSky,110.1,82,111.1,291,72.1,10,0.07,30,,,
2006,Florida St. ,ACC,110.1,54,95.1,44,68.3,62,-0.033,250,,,
2006,BYU ,MWC,110.1,55,102.2,150,70.7,18,0.074,30,,,
2005,Milwaukee ,Horz,110.1,52,95.4,38,68.8,59,0.079,22,,,
2004,Utah ,MWC,110.1,60,96,42,58.8,317,0.064,36,,,
2003,Michigan St. ,B10,110.1,43,89.9,12,63.6,286,-0.05,280,,,
2022,Oregon,P12,110,52,99.6,115,67.9,123,0.014,146,,,
2021,St. Bonaventure ,A10,110,55,91,20,64.8,320,0.016,140,,,
2020,South Dakota St.,Sum,110,46,105.3,241,68,201,-0.022,242,,,
2018,Central Mich.,MAC,110.1,79,109.9,272,67.6,205,-0.022,234,,,
2017,Richmond ,A10,110,74,102.8,132,68.9,120,0.043,72,,,
2016,Providence ,BE,110,92,95.5,28,68.4,150,0.062,42,,,
2015,Michigan,B10,110,67,100.5,100,59.7,340,-0.008,206,,,
2014,Massachusetts ,A10,110,91,96.5,43,70.3,11,0.065,40,,,
2013,Richmond,A10,110,51,102,154,62.4,270,-0.017,232,,,
2013,Denver ,WAC,110,52,95.7,56,57.5,346,-0.044,285,,,
2011,Old Dominion ,CAA,110,64,95.4,41,60.4,330,0.059,41,,,
2011,Texas A&M ,B12,110,65,95.4,42,60.9,328,0.05,57,,,
2010,William & Mary ,CAA,110,60,103.4,185,60.2,335,0.116,7,,,
2010,Arizona St. ,P10,110,61,94.8,50,61,326,-0.013,201,,,
2009,Southern California ,P10,110,65,91.8,16,63.7,242,-0.032,260,,,
2009,College of Col. of Charleston,SC,110,66,108.6,285,66.2,130,0.085,14,,,
2009,Maryland ,ACC,110,67,96.4,56,66.3,126,0.039,72,,,
2006,Samford,OVC,110,56,107,238,55.8,330,0.043,64,,,
2006,Nevada ,WAC,110,57,94.8,39,65.8,137,0.024,107,,,
2006,Indiana ,B10,110,58,94.4,33,66.5,118,-0.012,197,,,
2006,UC Irvine,BW,110,59,106.6,233,61.7,295,-0.025,225,,,
2006,Syracuse ,BE,110,60,96.8,67,68.3,63,0.077,24,,,
2005,Tennessee,SEC,110,53,101.1,131,65,212,-0.052,281,,,
2003,Akron,MAC,110,44,110.9,302,67,168,-0.025,230,,,
2023,Dayton,A10,109.9,96,98.2,49,63.1,349,-0.07,327,,,
2022,Arkansas ,SEC,109.9,53,90.4,11,70.7,28,0.038,99,,,
2021,UC Santa Barbara ,BW,109.9,56,96.2,69,65.6,301,0.03,108,,,
2019,ETSU,SC,109.9,67,101.4,115,67.2,201,0.011,153,,,
2019,Miami (FL),ACC,109.9,68,100.8,104,67,208,-0.072,327,,,
2019,Kent St.,MAC,109.9,69,107.5,236,67.5,183,0.129,3,,,
2018,Southern Miss.,CUSA,105.8,154,109.9,271,65.4,311,0.037,84,,,
2018,Akron,MAC,101.8,234,109.9,270,67.8,198,0.068,34,,,
2017,Wofford,SC,109.9,75,108.4,246,66.7,252,-0.067,319,,,
2017,Miami (FL) ,ACC,109.9,76,94.9,25,63,339,0.031,98,,,
2015,Charlotte,CUSA,109.9,68,108,245,66.8,59,-0.105,344,,,
2014,Vermont ,AE,109.9,92,99.7,75,62.1,299,-0.064,317,,,
2014,Oakland,Horz,109.9,93,112,299,67.1,62,0.025,122,,,
2013,New Mexico ,MWC,109.9,53,90.9,16,63.7,214,0.073,27,,,
2013,Boston College,ACC,109.9,54,103.9,196,62.6,260,0.026,117,,,
2013,UConn,BE,109.9,55,95.9,60,63.8,206,0.011,149,,,
2013,Stanford ,P12,109.9,56,95.7,57,66.7,72,-0.075,323,,,
2013,Idaho,WAC,109.9,57,112.8,329,62,279,0,181,,,
2012,Drexel ,CAA,109.9,58,96.4,54,60.4,326,0.024,112,,,
2011,Creighton,MVC,109.9,66,103.5,174,63.6,258,-0.041,279,,,
2011,NC State,ACC,109.9,67,102.7,149,65.9,143,-0.021,233,,,
2011,California ,P10,109.9,68,99.8,99,67.5,61,0.036,87,,,
2010,San Jose St.,WAC,109.9,62,110.5,307,66,174,0.003,162,,,
2010,Auburn,SEC,109.9,63,102.9,174,69,45,-0.075,327,,,
2009,Temple ,A10,109.9,68,95.5,43,63.5,255,-0.005,173,,,
2007,Utah Valley St.,ind,109.9,83,103.2,144,62.6,291,-0.01,205,,,
2006,Davidson ,SC,109.9,61,105,199,66,132,-0.025,223,,,
2005,Kansas St.,B12,109.9,54,99.8,99,63.4,275,-0.012,192,,,
2005,Samford,OVC,109.9,55,112.3,315,56,328,-0.021,216,,,
2005,George Washington ,A10,109.9,56,95.5,40,70.8,25,-0.013,197,,,
2005,Notre Dame,BE,109.9,57,98.3,79,64.3,239,-0.041,265,,,
2004,Wichita St.,MVC,109.9,61,98.3,69,65.9,161,-0.075,300,,,
2003,California ,P10,109.9,45,96.3,63,65.9,208,0.061,42,,,
2023,UCF,Amer,109.8,97,97.1,40,64.5,323,-0.115,360,,,
2022,Southern California ,P12,109.8,54,95.6,45,66.2,231,0.06,57,,,
2022,Utah St.,MWC,109.8,55,97.1,68,66.8,200,-0.133,358,,,
2021,Furman,SC,109.8,57,101.1,151,67.7,200,-0.086,324,,,
2021,Liberty ,ASun,109.8,58,101.2,153,63.1,347,-0.023,231,,,
2020,Texas Tech *,B12,109.8,47,90.5,9,67.3,236,-0.113,346,,,
2019,Toledo ,MAC,109.8,70,98.5,69,67.8,165,0.044,76,,,
2019,West Virginia,B12,109.8,71,102.7,135,70.6,49,0.018,137,,,
2019,Southern California,P12,109.8,72,101.5,118,69.6,83,-0.096,342,,,
2015,Arizona St. ,P12,109.8,69,98.7,73,65.8,98,-0.035,267,,,
2014,Utah St.,MWC,109.8,94,105.3,172,62.2,297,0.009,161,,,
2014,Auburn,SEC,109.8,95,105.4,174,66,108,-0.025,237,,,
2013,Iowa ,B10,109.8,58,91.9,24,66.3,95,-0.029,256,,,
2012,Kansas St. ,B12,109.8,59,92.3,18,66.5,97,-0.024,231,,,
2010,Georgia,SEC,109.8,64,101.1,137,64.1,252,-0.021,236,,,
2010,Purdue ,B10,109.8,65,87.7,4,66.2,161,0.07,33,,,
2008,Auburn,SEC,109.8,70,107.8,248,65.1,172,0.008,152,,,
2007,Southern Ill. ,MVC,109.8,84,88.8,3,61,312,0.017,138,,,
2007,Penn ,Ivy,109.8,85,102.1,125,67.9,82,0.047,68,,,
2006,LSU ,SEC,109.8,62,87.8,3,67.5,90,0.008,146,,,
2006,Pacific ,BW,109.8,63,99,94,62.8,262,0.01,142,,,
2006,Saint Joseph's ,A10,109.8,64,95,42,61.9,290,-0.064,295,,,
2005,Ohio ,MAC,109.8,58,101.5,138,65.7,187,0.042,70,,,
2004,Hawaii,WAC,109.8,62,100.6,113,65.3,184,0.023,107,,,
2004,Temple,A10,109.8,63,102.5,155,60.1,311,0.011,141,,,
2003,Stanford ,P10,109.8,46,95.2,49,65.6,226,0.066,35,,,
2022,Mississippi St.,SEC,109.7,56,95.8,46,65.6,259,-0.087,341,,,
2021,Virginia Tech ,ACC,109.7,59,95.3,53,65.7,298,0.043,82,,,
2019,Arizona St. ,P12,109.7,73,98.2,64,70.8,47,0.051,59,,,
2018,Central Ark.,Slnd,105.4,164,109.8,268,72.7,17,0.001,174,,,
2018,Southern U.,SWAC,94.3,335,109.8,269,68,187,0.051,62,,,
2018,Delaware,CAA,102,232,109.6,267,65.9,285,0.015,139,,,
2017,Minnesota ,B10,109.7,77,93.7,22,69.5,98,0.022,127,,,
2017,Bucknell ,Pat,109.7,78,100.3,83,70,83,0.006,174,,,
2017,Troy ,SB,109.7,79,107.6,232,68.1,182,-0.023,246,,,
2017,LSU,SEC,109.7,80,109.9,280,71.9,27,0.008,169,,,
2016,Omaha,Sum,109.7,93,107.9,231,76.2,5,-0.052,296,,,
2014,Buffalo,MAC,109.7,96,103.4,138,66.6,82,-0.033,253,,,
2014,Marquette,BE,109.7,97,98.6,60,64.5,186,-0.051,297,,,
2014,Cincinnati ,Amer,109.7,98,90.4,9,61.1,328,0.036,97,,,
2013,St. Bonaventure,A10,109.7,59,105.2,222,65.1,147,-0.04,277,,,
2013,Utah St.,WAC,109.7,60,104.2,201,60.6,313,0.024,121,,,
2013,Illinois St.,MVC,109.7,61,98.2,89,68.8,24,-0.094,335,,,
2012,Washington St.,P12,109.7,60,102.4,157,62.8,274,-0.056,300,,,
2011,Maryland,ACC,109.7,69,94.4,31,69.6,28,-0.091,330,,,
2011,Virginia Tech ,ACC,109.7,70,93.7,27,63.7,253,-0.029,252,,,
2010,Mississippi St. ,SEC,109.7,66,93.7,34,66.5,141,-0.049,297,,,
2008,Belmont ,ASun,109.7,71,106.2,216,68.6,53,0.075,25,,,
2008,Washington,P10,109.7,72,98.4,74,68.6,59,-0.07,320,,,
2008,Ohio,MAC,109.7,73,102.1,139,63.2,255,0.019,119,,,
2007,Stanford ,P10,109.7,86,97.3,52,65.9,160,0.028,112,,,
2006,Iona ,MAAC,109.7,65,98.4,90,69.6,34,0.024,105,,,
2006,George Mason ,CAA,109.7,66,91.5,13,62.6,269,0.017,121,,,
2005,Ohio St.,B10,109.7,59,93.9,23,65.5,194,-0.067,301,,,
2004,South Carolina ,SEC,109.7,64,94.7,28,65.5,176,0,172,,,
2023,Oklahoma St.,B12,109.6,98,94.4,20,67.7,167,-0.032,265,,,
2023,Samford,SC,109.6,99,106.6,199,68.5,136,0.002,187,,,
2022,Kansas St.,B12,109.6,57,97,66,66.6,213,-0.092,344,,,
2022,Towson,CAA,109.6,58,98.7,96,64.8,302,-0.015,208,,,
2022,NC State,ACC,109.6,59,106,246,66.9,192,-0.076,330,,,
